query,topIntent,conversationName,description,answer,enabled,intentAnnotations,exampleDataAnnotations
Corp - What are the available options for amending certificates or deposits?,ANS.FAQs.alAhlyNet.al.ahly.mobile.corp.avail.option.amend.cert.deposit,FAQ: Corp - What are the available options for amending certificates or deposits?,,"To amend rollover instructions with respect to the certificate/deposit status or payout account, click on ""Accounts"", and select  ""Certificates/Deposits"", then click on ""Amend Certificates/Deposits""",TRUE,,
Corp - What are the available options for modification regarding certificates and deposits?,ANS.FAQs.alAhlyNet.al.ahly.mobile.corp.avail.option.amend.cert.deposit,FAQ: Corp - What are the available options for amending certificates or deposits?,,"To amend rollover instructions with respect to the certificate/deposit status or payout account, click on ""Accounts"", and select  ""Certificates/Deposits"", then click on ""Amend Certificates/Deposits""",TRUE,,
Retail - What are the details of deposits or certificates that I can get?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.detail.cert.deposit.view,FAQ: Retail - How can the details of the certificate/deposit be viewed?,,"Click on ""Certificates/Deposits” on “Home” page then click on the icon next to the certificate/deposit number, then click on “Certificates/Deposits Details” from the drop down menu.",TRUE,,
Retail - How can the details of the certificate/deposit be viewed?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.detail.cert.deposit.view,FAQ: Retail - How can the details of the certificate/deposit be viewed?,,"Click on ""Certificates/Deposits” on “Home” page then click on the icon next to the certificate/deposit number, then click on “Certificates/Deposits Details” from the drop down menu.",TRUE,,
Retail - How can I get detailed information about deposit accounts or certificates?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.detail.cert.deposit.view,FAQ: Retail - How can the details of the certificate/deposit be viewed?,,"Click on ""Certificates/Deposits” on “Home” page then click on the icon next to the certificate/deposit number, then click on “Certificates/Deposits Details” from the drop down menu.",TRUE,,
Retail - What are the details of the certificates/deposits that can be viewed?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.detail.cert.deposit.view,FAQ: Retail - How can the details of the certificate/deposit be viewed?,,"Click on ""Certificates/Deposits” on “Home” page then click on the icon next to the certificate/deposit number, then click on “Certificates/Deposits Details” from the drop down menu.",TRUE,,
What are the requirements of financeable residential units?,ANS.FAQs.mortgage.finance.requir.financ.residenti.unit,FAQ: What are the requirements of financeable residential units?,,A fully finished unit registered or registrable at the Authority of Real Estate Proclamation and Notarization.,TRUE,,
What are the specifications of the bankable housing units?,ANS.FAQs.mortgage.finance.requir.financ.residenti.unit,FAQ: What are the requirements of financeable residential units?,,A fully finished unit registered or registrable at the Authority of Real Estate Proclamation and Notarization.,TRUE,,
Corp - Can I send money to an e-wallet with another bank?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.send.monei.e.wallet.bank,FAQ: Corp - Can I send money to an e-wallet with another bank?,,"Yes, you can send money to e-wallets inside/outside the National Bank of Egypt.",TRUE,,
Corp - Can I transfer to an electronic wallet in another bank?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.send.monei.e.wallet.bank,FAQ: Corp - Can I send money to an e-wallet with another bank?,,"Yes, you can send money to e-wallets inside/outside the National Bank of Egypt.",TRUE,,
What are the card issuance fees?,ANS.FAQs.prepaid.cards.card.issuanc.fee,FAQ: How much is the card issuance fee?,,"""(Visa/MasterCard) card issuance fee is EGP 30 (free of charge till 30 June 2022)
Meeza card issuance fee is EGP 15 (free of charge till 30 June 2022)"".",TRUE,,
How much is the card issuance fee?,ANS.FAQs.prepaid.cards.card.issuanc.fee,FAQ: How much is the card issuance fee?,,"""(Visa/MasterCard) card issuance fee is EGP 30 (free of charge till 30 June 2022)
Meeza card issuance fee is EGP 15 (free of charge till 30 June 2022)"".",TRUE,,
Is there a maximum limit for opening accounts?,ANS.FAQs.acc.cert.saving.pools.max.amount.open.acc,FAQ: Is there a maximum amount for opening an account?,,"There is no maximum amount to open an account, except for the pension saving account as its maximum is one million Egyptian pounds or the value of end of service gratuity, whichever is lesser.",TRUE,,
Is there a maximum amount for opening an account?,ANS.FAQs.acc.cert.saving.pools.max.amount.open.acc,FAQ: Is there a maximum amount for opening an account?,,"There is no maximum amount to open an account, except for the pension saving account as its maximum is one million Egyptian pounds or the value of end of service gratuity, whichever is lesser.",TRUE,,
Is it possible to borrow with the guarantee of certificates/deposits of the National Bank of Egypt?,ANS.FAQs.acc.cert.saving.pools.borrow.against.cert.deposit,FAQ: Can I borrow against a certificate/deposit?,,"Yes, you can borrow against a certificate/deposit according to NBE's applicable regulations.",TRUE,,
Can I borrow against a certificate/deposit?,ANS.FAQs.acc.cert.saving.pools.borrow.against.cert.deposit,FAQ: Can I borrow against a certificate/deposit?,,"Yes, you can borrow against a certificate/deposit according to NBE's applicable regulations.",TRUE,,
Corp - How long does it take to process any request to open/amend/redeem certificates/deposits via Al Ahly Net?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.long.process.request.open.amend.redeem.cert.deposit,FAQ: Corp - How long does it take to process any request to open/amend/redeem certificates/deposits via Al Ahly Net?,,All requests are processed in real time online.,TRUE,,
Corp - How long does it take to implement a request to purchase / amend / retrieve a certificate or link / break a deposit through Al-Ahly Net service?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.long.process.request.open.amend.redeem.cert.deposit,FAQ: Corp - How long does it take to process any request to open/amend/redeem certificates/deposits via Al Ahly Net?,,All requests are processed in real time online.,TRUE,,
HOW TO EARN AL-AHLY POINTS?,ANS.FAQs.alAhlyPoints.earn,FAQ: How can I earn AL-AHLY Points?,,"Use your NBE Mastercard & Visa Cards for all your domestic and international retail spends to earn AL_AHLY Points. 

The number of AL-AHLY Points that you will be awarded depends on the type of MasterCard & Visa Card you hold. 

Points for every pound
2 points: MasterCard World Elite & Visa Infinite Credit Cards 
1.75 points: MasterCard World & Visa Signature Credit Cards
1.5 points: Platinum & Manchester Titanium Credit Cards 
1.5 points: MasterCard World Elite Debit Cards
1.25 points: MasterCard World Debit Cards 
1 point: Titanium, Gold & Classic Credit Cards
1 point: Corporate Credit Cards 
1 point: Platinum Debit Cards
0.5 point: Gold & Classic Debit Cards 
0.5 point: Manchester united, Colleges & Remittance Prepaid Cards
1 point: Remittance Cards ""foreign currencies converted to EGP""",TRUE,,
How can I earn AL-AHLY Points?,ANS.FAQs.alAhlyPoints.earn,FAQ: How can I earn AL-AHLY Points?,,"Use your NBE Mastercard & Visa Cards for all your domestic and international retail spends to earn AL_AHLY Points. 

The number of AL-AHLY Points that you will be awarded depends on the type of MasterCard & Visa Card you hold. 

Points for every pound
2 points: MasterCard World Elite & Visa Infinite Credit Cards 
1.75 points: MasterCard World & Visa Signature Credit Cards
1.5 points: Platinum & Manchester Titanium Credit Cards 
1.5 points: MasterCard World Elite Debit Cards
1.25 points: MasterCard World Debit Cards 
1 point: Titanium, Gold & Classic Credit Cards
1 point: Corporate Credit Cards 
1 point: Platinum Debit Cards
0.5 point: Gold & Classic Debit Cards 
0.5 point: Manchester united, Colleges & Remittance Prepaid Cards
1 point: Remittance Cards ""foreign currencies converted to EGP""",TRUE,,
How can I redeem my AL-AHLY Points to travel all over the world?,ANS.FAQs.alAhlyPoints.redeem.travel.world,FAQ: How can I redeem my AL-AHLY Points to travel all over the world?,,"The customer redeems the points personally through the program's website www.alahlypoints.com and the customer service role is limited to replying to the customers inquiries. 
National Bank of Egypt is not liable for any incorrect data used to complete any reservation on this feature.",TRUE,,
How are points redeemed for traveling around the world?,ANS.FAQs.alAhlyPoints.redeem.travel.world,FAQ: How can I redeem my AL-AHLY Points to travel all over the world?,,"The customer redeems the points personally through the program's website www.alahlypoints.com and the customer service role is limited to replying to the customers inquiries. 
National Bank of Egypt is not liable for any incorrect data used to complete any reservation on this feature.",TRUE,,
Corp - How can I apply for a corporate credit card?,ANS.FAQs.corp.credit.cards.appli.corp.card,FAQ: Corp - How can I apply for a corporate credit card?,,Please visit the nearest NBE branch and fill in the corporate credit card application.,TRUE,,
Corp - How can I obtain a corporate credit card?,ANS.FAQs.corp.credit.cards.appli.corp.card,FAQ: Corp - How can I apply for a corporate credit card?,,Please visit the nearest NBE branch and fill in the corporate credit card application.,TRUE,,
Corp - Can a transfer notice be printed?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.transfer.note.print,FAQ: Corp - Can a transfer note be printed?,,"Yes, through the ""Transfers Inquiries"" service.",TRUE,,
Corp - Can a transfer note be printed?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.transfer.note.print,FAQ: Corp - Can a transfer note be printed?,,"Yes, through the ""Transfers Inquiries"" service.",TRUE,,
How can I subscribe to Al Ahly Platinum Services?,ANS.FAQs.alAhlyPlatinum.services.subscrib,FAQ: How can I subscribe to Al Ahly Platinum Services?,,"Once you qualify, you will be automatically enrolled and contacted by a dedicated relationship manager. For more information, kindly visit the nearest branch or contact the 24/7 Al Ahly Platinum call center on 19523.",TRUE,,
How can I subscribe to AlAhli Platinum service?,ANS.FAQs.alAhlyPlatinum.services.subscrib,FAQ: How can I subscribe to Al Ahly Platinum Services?,,"Once you qualify, you will be automatically enrolled and contacted by a dedicated relationship manager. For more information, kindly visit the nearest branch or contact the 24/7 Al Ahly Platinum call center on 19523.",TRUE,,
Retail - How can the details of settled cheques be obtained?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.detail.settl.chequ.obtain,FAQ: Retail - How can the details of settled cheques be obtained?,,"Go to the menu ""Accounts”>Current & Savings>choose “Cheque Status Inquiry”, then identify the relevant account.",TRUE,,
Retail - How can I get details of paid checks?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.detail.settl.chequ.obtain,FAQ: Retail - How can the details of settled cheques be obtained?,,"Go to the menu ""Accounts”>Current & Savings>choose “Cheque Status Inquiry”, then identify the relevant account.",TRUE,,
Is it possible to open an account in a foreign currency?,ANS.FAQs.acc.cert.saving.pools.open.acc.foreign.currenc,FAQ: Can I open an account in foreign currencies?,,"Yes, you can open accounts in different currencies such as US dollar, Sterling pound or euro, etc.",TRUE,,
Can I open an account in foreign currencies?,ANS.FAQs.acc.cert.saving.pools.open.acc.foreign.currenc,FAQ: Can I open an account in foreign currencies?,,"Yes, you can open accounts in different currencies such as US dollar, Sterling pound or euro, etc.",TRUE,,
Corp - Can the hard token service be used via Al Ahly Net/NBE Mobile?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.hard.token.us,FAQ: Corp - Can the hard token service be used via Al Ahly Net/NBE Mobile?,,"Yes, you can use the service via Al Ahly Net/NBE Mobile.",TRUE,,
Corp - Is it possible to use the services of the security code device through Al-Ahly Net / Al-Ahly Mobile?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.hard.token.us,FAQ: Corp - Can the hard token service be used via Al Ahly Net/NBE Mobile?,,"Yes, you can use the service via Al Ahly Net/NBE Mobile.",TRUE,,
Corp - What is the maximum credit limit for the card?,ANS.FAQs.corp.credit.cards.card.max.limit,FAQ: Corp - What is the card maximum credit limit?,,The maximum limit EGP 5 mn. The limit is determined according to the credit extended to the company for unsecured cards or the value of deposits for secured cards.,TRUE,,
Corp - What is the card maximum credit limit?,ANS.FAQs.corp.credit.cards.card.max.limit,FAQ: Corp - What is the card maximum credit limit?,,The maximum limit EGP 5 mn. The limit is determined according to the credit extended to the company for unsecured cards or the value of deposits for secured cards.,TRUE,,
alright thanks,NBE.Greetings.Endchat,End Conversation,,,TRUE,,
bye-bye,NBE.Greetings.Endchat,End Conversation,,,TRUE,,
see you tomorrow,NBE.Greetings.Endchat,End Conversation,,,TRUE,,
perfect thank you,NBE.Greetings.Endchat,End Conversation,,,TRUE,,
thanks a lot,NBE.Greetings.Endchat,End Conversation,,,TRUE,,
good thanks,NBE.Greetings.Endchat,End Conversation,,,TRUE,,
okay see you later,NBE.Greetings.Endchat,End Conversation,,,TRUE,,
cheers,NBE.Greetings.Endchat,End Conversation,,,TRUE,,
till next time,NBE.Greetings.Endchat,End Conversation,,,TRUE,,
I appreciate it,NBE.Greetings.Endchat,End Conversation,,,TRUE,,
thanks so much,NBE.Greetings.Endchat,End Conversation,,,TRUE,,
goodbye,NBE.Greetings.Endchat,End Conversation,,,TRUE,,
thank you for your help,NBE.Greetings.Endchat,End Conversation,,,TRUE,,
thanks for your help,NBE.Greetings.Endchat,End Conversation,,,TRUE,,
thank you again,NBE.Greetings.Endchat,End Conversation,,,TRUE,,
get lost,NBE.Greetings.Endchat,End Conversation,,,TRUE,,
you helped a lot thank you,NBE.Greetings.Endchat,End Conversation,,,TRUE,,
I must go,NBE.Greetings.Endchat,End Conversation,,,TRUE,,
thank you my friend,NBE.Greetings.Endchat,End Conversation,,,TRUE,,
never mind bye,NBE.Greetings.Endchat,End Conversation,,,TRUE,,
you can go now,NBE.Greetings.Endchat,End Conversation,,,TRUE,,
no thank you that's all,NBE.Greetings.Endchat,End Conversation,,,TRUE,,
terrific thank you,NBE.Greetings.Endchat,End Conversation,,,TRUE,,
well thank you,NBE.Greetings.Endchat,End Conversation,,,TRUE,,
see you,NBE.Greetings.Endchat,End Conversation,,,TRUE,,
see you soon,NBE.Greetings.Endchat,End Conversation,,,TRUE,,
very good thank you,NBE.Greetings.Endchat,End Conversation,,,TRUE,,
bye,NBE.Greetings.Endchat,End Conversation,,,TRUE,,
that's all goodbye,NBE.Greetings.Endchat,End Conversation,,,TRUE,,
see ya,NBE.Greetings.Endchat,End Conversation,,,TRUE,,
I said bye,NBE.Greetings.Endchat,End Conversation,,,TRUE,,
bye bye see you,NBE.Greetings.Endchat,End Conversation,,,TRUE,,
bye for now,NBE.Greetings.Endchat,End Conversation,,,TRUE,,
great thank you,NBE.Greetings.Endchat,End Conversation,,,TRUE,,
leave me alone,NBE.Greetings.Endchat,End Conversation,,,TRUE,,
good bye,NBE.Greetings.Endchat,End Conversation,,,TRUE,,
well thanks,NBE.Greetings.Endchat,End Conversation,,,TRUE,,
thank you so much,NBE.Greetings.Endchat,End Conversation,,,TRUE,,
thanks buddy,NBE.Greetings.Endchat,End Conversation,,,TRUE,,
nice thank you,NBE.Greetings.Endchat,End Conversation,,,TRUE,,
that's it goodbye,NBE.Greetings.Endchat,End Conversation,,,TRUE,,
so nice of you,NBE.Greetings.Endchat,End Conversation,,,TRUE,,
alright bye,NBE.Greetings.Endchat,End Conversation,,,TRUE,,
now bye,NBE.Greetings.Endchat,End Conversation,,,TRUE,,
ok bye,NBE.Greetings.Endchat,End Conversation,,,TRUE,,
alright thank you,NBE.Greetings.Endchat,End Conversation,,,TRUE,,
goodbye for now,NBE.Greetings.Endchat,End Conversation,,,TRUE,,
I thank you,NBE.Greetings.Endchat,End Conversation,,,TRUE,,
thanks love,NBE.Greetings.Endchat,End Conversation,,,TRUE,,
bye bye see you soon,NBE.Greetings.Endchat,End Conversation,,,TRUE,,
thanks,NBE.Greetings.Endchat,End Conversation,,,TRUE,,
okay bye,NBE.Greetings.Endchat,End Conversation,,,TRUE,,
go to bed,NBE.Greetings.Endchat,End Conversation,,,TRUE,,
bye bye take care,NBE.Greetings.Endchat,End Conversation,,,TRUE,,
all thank you,NBE.Greetings.Endchat,End Conversation,,,TRUE,,
hope to see you later,NBE.Greetings.Endchat,End Conversation,,,TRUE,,
appreciate your help,NBE.Greetings.Endchat,End Conversation,,,TRUE,,
thanx,NBE.Greetings.Endchat,End Conversation,,,TRUE,,
talk to you later,NBE.Greetings.Endchat,End Conversation,,,TRUE,,
thanks bye bye,NBE.Greetings.Endchat,End Conversation,,,TRUE,,
goodbye see you later,NBE.Greetings.Endchat,End Conversation,,,TRUE,,
okay thank you bye,NBE.Greetings.Endchat,End Conversation,,,TRUE,,
thnx,NBE.Greetings.Endchat,End Conversation,,,TRUE,,
thanks again,NBE.Greetings.Endchat,End Conversation,,,TRUE,,
thank you that will be all,NBE.Greetings.Endchat,End Conversation,,,TRUE,,
thank you,NBE.Greetings.Endchat,End Conversation,,,TRUE,,
Can I increase my existing loan or obtain more than one financing?,ANS.FAQs.personal.loan.increas.amount.outstand.obtain.on,FAQ: Can I increase the amount of an outstanding loan or obtain more than one loan?,,"Yes, in case the customer's debt burden allows. The loan shall be extended at the interest rate declared at the time of extension.",TRUE,,
Can I increase the amount of an outstanding loan or obtain more than one loan?,ANS.FAQs.personal.loan.increas.amount.outstand.obtain.on,FAQ: Can I increase the amount of an outstanding loan or obtain more than one loan?,,"Yes, in case the customer's debt burden allows. The loan shall be extended at the interest rate declared at the time of extension.",TRUE,,
What is the period required for POS maintenance?,ANS.FAQs.pos.period.req.mainten,FAQ: What is the period required for POS maintenance?,,24 hours inside Cairo - 72 hours outside Cairo.,TRUE,,
What is the maintenance time for the machines,ANS.FAQs.pos.period.req.mainten,FAQ: What is the period required for POS maintenance?,,24 hours inside Cairo - 72 hours outside Cairo.,TRUE,,
Retail - How can I print a loan account statement?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.print.statement.loan.acc,FAQ: Retail - Can I print a statement of loan accounts?,,"Yes, you can print and save a loan account statement in PDF format.",TRUE,,
Retail - Can I print a statement of loan accounts?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.print.statement.loan.acc,FAQ: Retail - Can I print a statement of loan accounts?,,"Yes, you can print and save a loan account statement in PDF format.",TRUE,,
How can I redeem my AL-AHLY Points to have Cash Rewards?,ANS.FAQs.alAhlyPoints.redeem.cash.reward,FAQ: How can I redeem my AL-AHLY Points to have Cash Rewards?,,You can redeem your points through the website or the call center on 19623 by refunding the cash amount on your valid credit card only.,TRUE,,
How are points redeemed for Cash Rewards?,ANS.FAQs.alAhlyPoints.redeem.cash.reward,FAQ: How can I redeem my AL-AHLY Points to have Cash Rewards?,,You can redeem your points through the website or the call center on 19623 by refunding the cash amount on your valid credit card only.,TRUE,,
Platinum Services,NBE.Core.AlAhlyPlatinumServices,Al Ahly Platinum Services,,,TRUE,,
Al Ahly Platinum Services,NBE.Core.AlAhlyPlatinumServices,Al Ahly Platinum Services,,,TRUE,,
platinum,NBE.Core.AlAhlyPlatinumServices,Al Ahly Platinum Services,,,TRUE,,
Al Ahly Platinum,NBE.Core.AlAhlyPlatinumServices,Al Ahly Platinum Services,,,TRUE,,
Corp - Can I use the face print/fingerprint together to access the Mobile Banking service?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.facial.recognit.fingerprint.us.togeth.log,FAQ: Corp - Can facial recognition & fingerprint be used together to log in to Al Ahly Mobile?,,"Yes, in case your mobile phone supports using facial recognition & fingerprint simultaneously, they can both be used for login.",TRUE,,
Corp - Can facial recognition & fingerprint be used together to log in to Al Ahly Mobile?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.facial.recognit.fingerprint.us.togeth.log,FAQ: Corp - Can facial recognition & fingerprint be used together to log in to Al Ahly Mobile?,,"Yes, in case your mobile phone supports using facial recognition & fingerprint simultaneously, they can both be used for login.",TRUE,,
What are the subscription fees for the service? And when are fees applied to the service?,ANS.FAQs.alAhlyPlatinum.services.subscript.fee.when.appli,FAQ: What are the subscription fees? And when are fees applied to the service?,,"These services are free of charge unless the customer's AUMs drop below the minimum requirements stated. NBE provides its customers a three-month grace period to increase their AUMs and reach the minimum threshold balance without applying any fees or expenses and the customer continues to enjoy all the segment's advantages. 

Fees only apply in case the AUMs drop below the minimum threshold balance for more than three consecutive months (the grace period) after which the following fees will be deducted for consecutive 6 months in order for customers to enjoy all membership benefits: 
EGP 200 for Platinum Elite 
EGP 150 for Platinum Plus 
EGP 75 for Platinum 

""Terms and conditions apply""",TRUE,,
What are the subscription fees? And when are fees applied to the service?,ANS.FAQs.alAhlyPlatinum.services.subscript.fee.when.appli,FAQ: What are the subscription fees? And when are fees applied to the service?,,"These services are free of charge unless the customer's AUMs drop below the minimum requirements stated. NBE provides its customers a three-month grace period to increase their AUMs and reach the minimum threshold balance without applying any fees or expenses and the customer continues to enjoy all the segment's advantages. 

Fees only apply in case the AUMs drop below the minimum threshold balance for more than three consecutive months (the grace period) after which the following fees will be deducted for consecutive 6 months in order for customers to enjoy all membership benefits: 
EGP 200 for Platinum Elite 
EGP 150 for Platinum Plus 
EGP 75 for Platinum 

""Terms and conditions apply""",TRUE,,
Can more than one account be linked to the card?,ANS.FAQs.debit.cards.on.acc.link.card,FAQ: Can more than one account be linked to the card?,,More than one of the customer's current/savings accounts can be linked to the debit card.,TRUE,,
Can more than one account be linked to the card,ANS.FAQs.debit.cards.on.acc.link.card,FAQ: Can more than one account be linked to the card?,,More than one of the customer's current/savings accounts can be linked to the debit card.,TRUE,,
How long does it take to redeem the Cash Reward on the credit card?,ANS.FAQs.alAhlyPoints.long.cash.reward.credit.card,FAQ: How long does it take to get the cash reward on my credit card?,,"The request takes up to 2-3 working days to be processed. 
For failed transactions, AL-AHLY Points will be refunded in 5 working days.",TRUE,,
How long does it take to get the cash reward on my credit card?,ANS.FAQs.alAhlyPoints.long.cash.reward.credit.card,FAQ: How long does it take to get the cash reward on my credit card?,,"The request takes up to 2-3 working days to be processed. 
For failed transactions, AL-AHLY Points will be refunded in 5 working days.",TRUE,,
Is the Corporate Payroll Card Program secure for my employees' personal information?,NBE.Core.PayrollServices,Payroll Services,,,TRUE,,
What support and resources are available to me as a user of the Corporate Payroll Card Program?,NBE.Core.PayrollServices,Payroll Services,,,TRUE,,
What are the benefits of using the Corporate Payroll Card Program for my employees?,NBE.Core.PayrollServices,Payroll Services,,,TRUE,,
payroll service,NBE.Core.PayrollServices,Payroll Services,,,TRUE,,
Are there any hidden charges for a corporate salary advance?,NBE.Core.PayrollServices,Payroll Services,,,TRUE,,
what is corporate payroll service,NBE.Core.PayrollServices,Payroll Services,,,TRUE,,
How can I apply for a corporate salary advance?,NBE.Core.PayrollServices,Payroll Services,,,TRUE,,
How do I track and manage the expenses made by my employees with the Corporate Payroll Card Program?,NBE.Core.PayrollServices,Payroll Services,,,TRUE,,
How can I access my Bank Corporate Payroll Current Account online?,NBE.Core.PayrollServices,Payroll Services,,,TRUE,,
Can I manage my employees' payroll with the Corporate Payroll Card Program?,NBE.Core.PayrollServices,Payroll Services,,,TRUE,,
How can I access my employees' payroll information with the Corporate Payroll Card Program?,NBE.Core.PayrollServices,Payroll Services,,,TRUE,,
Are there any rewards or incentives for using the Bank Corporate Payroll Current Account Program?,NBE.Core.PayrollServices,Payroll Services,,,TRUE,,
How does the Corporate Payroll Card Program work for international employees?,NBE.Core.PayrollServices,Payroll Services,,,TRUE,,
What are the interest rates for a corporate salary advance?,NBE.Core.PayrollServices,Payroll Services,,,TRUE,,
How does the Bank Corporate Payroll Current Account Program work?,NBE.Core.PayrollServices,Payroll Services,,,TRUE,,
What are the eligibility requirements for the Bank Corporate Payroll Current Account Program?,NBE.Core.PayrollServices,Payroll Services,,,TRUE,,
Can you tell me the eligibility criteria for a corporate salary advance?,NBE.Core.PayrollServices,Payroll Services,,,TRUE,,
How can I enroll in the Bank Corporate Payroll Current Account Program?,NBE.Core.PayrollServices,Payroll Services,,,TRUE,,
How do I enroll my employees in the Corporate Payroll Card Program?,NBE.Core.PayrollServices,Payroll Services,,,TRUE,,
payroll services,NBE.Core.PayrollServices,Payroll Services,,,TRUE,,
How do I check the balance of my Bank Corporate Payroll Current Account?,NBE.Core.PayrollServices,Payroll Services,,,TRUE,,
Can you tell me more about the features of the Bank Corporate Payroll Current Account Program?,NBE.Core.PayrollServices,Payroll Services,,,TRUE,,
How long does it take to process a corporate salary advance?,NBE.Core.PayrollServices,Payroll Services,,,TRUE,,
Can I customize the Corporate Payroll Card Program for my company's needs?,NBE.Core.PayrollServices,Payroll Services,,,TRUE,,
corporate payrolls,NBE.Core.PayrollServices,Payroll Services,,,TRUE,,
Can I get a corporate salary advance without a credit check?,NBE.Core.PayrollServices,Payroll Services,,,TRUE,,
What are the fees associated with the Bank Corporate Payroll Current Account Program?,NBE.Core.PayrollServices,Payroll Services,,,TRUE,,
what are the services of payroll,NBE.Core.PayrollServices,Payroll Services,,,TRUE,,
Can I prepay my corporate salary advance?,NBE.Core.PayrollServices,Payroll Services,,,TRUE,,
Are there any fees associated with the Corporate Payroll Card Program?,NBE.Core.PayrollServices,Payroll Services,,,TRUE,,
What are the benefits of the Bank Corporate Payroll Current Account Program?,NBE.Core.PayrollServices,Payroll Services,,,TRUE,,
What is the maximum amount I can get as a corporate salary advance?,NBE.Core.PayrollServices,Payroll Services,,,TRUE,,
Is a corporate salary advance available to all employees or only to certain levels?,NBE.Core.PayrollServices,Payroll Services,,,TRUE,,
payrolls,NBE.Core.PayrollServices,Payroll Services,,,TRUE,,
Corp - Can more than one account be linked to the card,ANS.FAQs.corp.debit.cards.on.acc.link.card,FAQ: Corp - Can more than one account be linked to the card?,,"Yes, more than one of the customer's current accounts can be linked to the debit card.",TRUE,,
Corp - Can more than one account be linked to the card?,ANS.FAQs.corp.debit.cards.on.acc.link.card,FAQ: Corp - Can more than one account be linked to the card?,,"Yes, more than one of the customer's current accounts can be linked to the debit card.",TRUE,,
Can the debit card be linked to the Phone Cash wallet?,ANS.FAQs.debit.cards.card.link.phone.cash.wallet,FAQ: Can the debit card be linked to the Phone Cash wallet?,,"Yes, the debit card can be linked to the Phone Cash wallet.",TRUE,,
Can a debit card be linked to a phone cash wallet?,ANS.FAQs.debit.cards.card.link.phone.cash.wallet,FAQ: Can the debit card be linked to the Phone Cash wallet?,,"Yes, the debit card can be linked to the Phone Cash wallet.",TRUE,,
Retail - Can the different details of prepaid cards be viewed?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.differ.detail.prepaid.card.view,FAQ: Retail - Can the different details of prepaid cards be viewed?,,"Yes, log in and go to the menu, select ""Prepaid Cards”, then click on “Card Details” to view all details.",TRUE,,
Retail - Can I view the different details of prepaid cards?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.differ.detail.prepaid.card.view,FAQ: Retail - Can the different details of prepaid cards be viewed?,,"Yes, log in and go to the menu, select ""Prepaid Cards”, then click on “Card Details” to view all details.",TRUE,,
Retail - Can I retrieve a certificate or break a deposit through the service?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.cert.deposit.redeem,FAQ: Retail - Can certificates/deposits be redeemed via the service?,,"Yes, certificates/deposits can be redeemed via Al Ahly Net/NBE Mobile. Click on the menu ""Accounts”, “Certificates/Deposits”, then click on ""Redeem Certificates/Deposits”",TRUE,,
Retail - Can certificates/deposits be redeemed via the service?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.cert.deposit.redeem,FAQ: Retail - Can certificates/deposits be redeemed via the service?,,"Yes, certificates/deposits can be redeemed via Al Ahly Net/NBE Mobile. Click on the menu ""Accounts”, “Certificates/Deposits”, then click on ""Redeem Certificates/Deposits”",TRUE,,
How can I change the password?,ANS.FAQs.alAhlyPhoneCash.chang.password,FAQ: How can I change my password?,,"Log into the mobile application main menu, click ""settings"", click ""change password"", enter the current wallet password and then enter the new password twice (for confirmation).",TRUE,,
How can I change my password?,ANS.FAQs.alAhlyPhoneCash.chang.password,FAQ: How can I change my password?,,"Log into the mobile application main menu, click ""settings"", click ""change password"", enter the current wallet password and then enter the new password twice (for confirmation).",TRUE,,
Can the vouchers be exchanged for cash?,ANS.FAQs.alAhlyPoints.voucher.exchang.cash,FAQ: Can the vouchers be exchanged for cash?,,"No, you cannot exchange your e-vouchers for cash, you can however use your vouchers together with cash to make a purchase.",TRUE,,
Can vouchers be exchanged for cash?,ANS.FAQs.alAhlyPoints.voucher.exchang.cash,FAQ: Can the vouchers be exchanged for cash?,,"No, you cannot exchange your e-vouchers for cash, you can however use your vouchers together with cash to make a purchase.",TRUE,,
How can I view the details of transactions made using the wallet?,ANS.FAQs.alAhlyPhoneCash.review.detail.transact.made.wallet,FAQ: How can I review the details of the transactions made via the wallet?,,"It is available to review the previous transactions made via the wallet from ""my transactions"" service on the mobile application.",TRUE,,
